Brain - Cortex;Brain - Cerebellum;Brain - Frontal Cortex (BA9);Brain - Caudate (basal ganglia);Brain - Nucleus accumbens (basal ganglia);Brain - Putamen (basal ganglia);Brain - Hypothalamus;Brain - Spinal cord (cervical c-1);Brain - Hippocampus;Brain - Anterior cingulate cortex (BA24);Brain - Cerebellar Hemisphere;Brain - Substantia nigra;Brain - Amygdala
224;456;245;88;71;38;106;251;50;70;446;99;35
240;459;232;98;91;51;125;241;38;82;444;88;37
216;442;227;85;92;42;136;261;54;79;431;111;43
242;437;254;86;89;37;115;246;51;89;425;92;38
228;444;235;91;91;58;112;248;54;79;435;102;36
245;467;253;70;66;30;115;251;48;74;453;93;35
252;448;242;88;89;36;121;230;50;88;444;105;40
233;464;233;87;85;31;118;228;55;69;451;93;36
232;453;239;86;79;46;103;245;52;75;437;93;39
258;437;255;95;84;50;127;259;43;90;427;101;43
229;448;228;95;99;41;126;226;46;69;442;89;34
249;442;244;86;81;47;136;230;56;75;432;101;41
219;444;220;95;80;45;114;260;58;82;438;102;41
236;447;236;94;81;42;139;248;43;81;431;104;51
237;449;241;93;86;51;119;230;49;85;439;91;46
226;458;239;93;89;44;130;238;37;76;440;91;31
227;465;225;81;73;45;117;262;41;69;447;89;38
249;444;260;98;96;49;127;242;57;90;433;95;39
247;455;250;81;79;46;116;258;47;82;448;95;38
232;428;242;110;96;52;126;240;55;93;425;93;42
236;472;236;79;79;34;110;245;50;70;465;80;31
233;462;255;83;84;46;116;235;50;78;449;91;35
240;452;242;91;97;44;122;257;41;80;435;99;36
230;457;251;88;87;44;127;232;36;86;447;101;33
235;454;250;88;72;47;128;252;41;83;443;93;39
237;451;249;89;81;42;122;247;43;84;442;98;38
239;445;230;98;83;52;131;238;49;70;435;101;39
239;445;244;96;101;48;122;242;45;78;432;99;28
226;464;226;90;85;43;118;245;52;79;459;99;42
244;451;237;90;82;53;121;238;49;87;438;95;45
234;447;237;87;82;53;119;246;55;77;438;100;45
246;449;260;93;95;50;114;246;52;92;440;96;43
241;448;248;79;85;37;121;257;52;77;436;98;41
249;453;247;96;103;47;132;244;57;91;446;86;43
229;446;239;100;92;56;125;225;51;84;438;101;38
227;438;234;104;98;46;130;255;62;80;423;120;46
233;453;236;91;72;49;136;258;58;70;436;104;44
244;452;234;91;98;42;116;228;43;84;440;80;40
259;439;240;98;95;55;129;256;52;87;433;98;34
240;440;220;86;80;42;122;239;51;85;434;100;45
237;440;244;89;81;36;137;253;47;80;428;100;47
252;452;259;96;85;47;109;241;51;85;441;80;36
242;457;249;79;79;46;122;238;51;79;454;86;41
242;461;254;81;78;37;122;266;44;71;448;104;36
236;434;246;93;91;52;120;256;55;83;422;101;49
233;446;248;95;86;41;131;236;54;88;435;102;43
245;446;243;91;84;40;132;236;54;86;434;102;40
223;453;230;77;84;41;121;261;50;72;442;107;34
224;468;229;83;75;35;110;244;43;70;454;102;37
251;453;239;78;73;47;116;247;43;82;441;106;40
241;451;246;90;86;44;131;252;46;79;429;98;38
215;455;240;78;73;41;125;248;56;75;443;98;44
250;454;238;89;84;47;108;235;48;85;440;99;35
241;458;235;89;72;44;113;246;50;85;444;97;40
237;451;221;97;94;48;130;242;42;80;443;108;28
247;452;249;83;84;40;133;235;44;88;444;96;38
252;448;240;89;84;44;119;242;58;79;438;93;41
214;467;242;90;77;44;110;248;49;68;452;88;30
232;435;234;86;79;46;114;271;49;84;430;114;39
232;465;234;88;93;43;108;247;43;77;452;86;39
242;456;240;85;82;39;110;263;51;83;435;103;43
230;444;245;90;83;46;122;237;54;81;437;97;32
239;424;245;108;96;50;126;240;59;84;418;114;44
250;447;239;96;89;47;129;257;58;76;433;100;40
237;439;237;90;78;44;135;237;56;80;433;104;43
248;444;240;95;86;52;124;254;55;74;428;98;43
241;444;242;87;81;40;136;241;52;83;437;96;40
241;443;236;92;87;45;126;247;54;90;439;96;37
237;450;236;88;89;46;111;234;53;96;448;87;42
261;439;253;101;91;45;113;255;56;89;424;109;53
236;471;241;97;82;46;104;229;48;72;450;86;35
233;452;236;82;80;41;130;259;49;72;438;106;34
233;447;242;95;88;47;127;245;56;77;430;99;35
237;447;245;85;88;46;129;238;47;85;437;103;40
252;467;246;87;81;51;126;234;46;80;449;94;38
227;454;222;91;89;48;116;232;42;69;442;95;38
245;459;259;89;89;42;117;220;45;83;450;86;35
229;448;237;93;85;51;132;263;52;70;427;114;39
235;455;228;88;81;40;108;256;49;86;451;93;46
253;447;245;97;97;47;109;234;40;77;442;99;38
238;460;241;96;91;46;122;240;52;77;446;103;38
246;456;242;74;70;39;129;253;57;71;449;103;45
247;436;249;100;91;51;127;218;56;92;419;97;39
260;471;262;74;75;36;131;238;43;82;459;78;31
251;445;250;88;76;41;111;246;48;93;432;98;40
228;449;234;99;84;48;109;251;61;73;436;97;42
253;453;259;93;81;48;119;221;43;85;444;89;40
238;449;239;100;84;50;125;242;36;78;445;100;34
222;444;234;109;98;49;126;249;52;86;434;109;43
235;436;249;84;89;45;133;242;53;84;429;105;46
228;422;230;87;89;42;126;282;58;82;409;113;41
236;452;247;86;88;42;123;237;57;87;451;91;37
227;458;248;86;79;47;121;256;51;80;448;100;37
231;465;239;95;88;43;113;238;52;78;453;87;37
243;444;237;96;88;44;131;250;60;86;434;105;37
230;440;245;87;83;45;121;239;46;79;439;101;39
238;446;245;96;84;54;122;237;48;78;435;98;37
242;440;256;76;75;35;131;260;67;79;432;112;47
256;440;267;89;84;49;127;244;59;99;429;109;43
246;447;244;88;89;47;118;251;44;80;441;104;45
228;448;243;86;84;40;114;258;53;76;439;108;36
255;458;235;100;87;50;114;243;47;74;445;87;29
239;453;251;89;102;42;122;240;49;78;436;99;47
236;457;221;101;96;45;113;225;40;81;446;91;40
233;461;245;95;86;42;127;245;54;77;443;88;45
237;452;240;88;86;44;116;256;47;79;443;99;44
215;465;241;86;84;42;118;259;39;74;457;89;30
251;444;255;92;93;47;126;242;56;93;439;96;42
239;447;247;85;83;42;130;250;53;82;438;102;34
223;458;234;88;80;50;124;254;54;68;448;110;42
237;455;238;89;92;41;104;239;40;82;439;91;38
250;460;259;81;86;46;116;236;50;81;444;85;44
237;456;243;99;88;42;111;249;45;80;441;97;36
241;457;234;85;90;45;121;248;53;84;441;93;47
249;451;238;88;79;44;129;234;54;83;444;101;42
251;455;255;91;85;55;123;232;46;87;451;101;39
233;453;234;96;85;48;130;234;47;92;438;92;39
242;459;250;83;76;41;111;252;51;83;452;101;38
219;466;231;81;88;41;109;236;42;71;461;80;38
237;464;227;76;77;35;119;236;53;83;449;86;38
240;452;248;85;84;43;118;230;58;85;439;92;46
245;461;252;90;88;39;135;235;55;89;454;88;47
237;448;223;96;79;43;120;261;51;87;439;99;35
243;441;239;81;79;47;120;262;52;85;441;103;39
216;469;217;78;76;38;116;252;44;76;458;96;30
264;442;253;102;87;48;120;238;50;83;423;97;46
241;452;244;75;79;41;108;233;43;88;449;93;42
237;443;248;96;86;49;123;260;55;89;432;101;40
243;457;259;89;86;38;130;226;42;82;449;89;29
248;441;264;88;90;52;117;222;52;92;435;95;37
242;447;252;86;97;44;115;225;52;89;438;96;48
248;447;256;92;84;39;127;227;54;88;441;98;33
251;457;244;85;80;43;123;247;51;83;445;103;45
235;445;235;88;91;41;125;242;47;82;434;111;34
246;448;249;99;96;49;113;234;49;75;441;99;40
270;427;261;115;99;55;131;242;52;92;417;100;41
218;457;227;92;82;46;133;252;45;75;449;94;33
245;464;259;77;89;40;121;229;47;90;454;75;46
230;443;233;92;91;47;134;228;52;78;428;99;43
237;444;244;98;91;51;116;249;54;76;431;101;36
236;459;238;80;74;37;119;247;47;77;452;105;36
250;456;253;99;90;49;129;230;52;89;451;93;40
248;456;245;100;88;59;113;251;61;84;441;96;42
255;440;245;105;91;50;121;238;55;95;423;87;40
242;447;249;94;87;43;123;223;49;94;436;93;36
235;460;250;96;93;45;116;221;44;83;444;90;44
245;444;237;81;73;41;119;255;51;78;434;104;31
243;452;246;81;79;43;112;232;37;79;451;94;39
236;446;240;84;81;47;121;260;54;81;441;94;43
240;455;247;92;99;48;117;237;58;87;437;82;41
240;456;243;97;84;45;121;244;41;73;446;99;42
239;444;240;92;91;44;129;247;51;79;442;90;38
227;465;246;80;83;38;120;237;54;83;455;80;48
238;455;255;75;86;36;118;272;56;84;441;97;34
266;451;258;79;83;33;124;236;57;86;445;90;43
231;445;244;99;81;43;111;248;51;91;434;95;50
246;458;227;86;76;44;128;263;48;77;445;100;41
251;451;257;87;89;46;122;248;43;76;444;92;38
238;447;234;87;82;49;135;244;43;89;437;98;43
243;449;230;96;82;48;120;260;51;74;433;108;34
235;433;250;90;91;36;128;249;54;93;430;94;40
251;457;248;81;83;43;121;249;52;86;438;97;44
241;452;234;84;80;44;129;249;53;77;442;98;42
253;435;236;91;96;41;127;239;49;93;434;97;42
254;440;254;94;87;45;131;234;61;85;429;97;41
219;464;235;84;86;44;117;245;52;74;453;93;44
238;442;231;99;93;45;128;245;53;86;437;97;38
241;461;235;85;82;44;118;237;51;78;439;94;37
246;444;246;79;85;44;120;242;55;78;441;103;42
241;463;248;86;88;46;124;228;47;71;448;96;39
232;462;237;79;68;31;125;240;42;78;449;100;38
240;450;247;82;88;40;132;241;51;76;444;90;40
228;447;223;93;89;50;137;259;53;71;436;100;45
243;454;240;95;87;43;120;244;49;82;437;86;47
234;459;258;86;81;44;121;253;45;79;446;91;30
214;451;237;85;72;39;116;262;42;72;444;103;21
255;442;266;97;99;40;115;239;52;96;440;92;43
248;439;234;100;92;48;134;252;65;82;424;98;45
240;442;250;88;83;43;123;233;44;83;441;100;36
244;463;231;87;83;41;121;233;44;81;450;101;37
207;446;216;92;92;40;114;259;50;68;441;104;29
234;442;234;92;80;42;131;271;40;71;434;104;25
244;442;251;98;97;55;133;245;55;88;425;89;46
248;452;248;87;90;47;120;236;53;91;438;98;43
218;455;217;85;86;44;125;244;45;76;443;105;41
229;450;238;90;88;46;131;255;57;81;445;96;36
258;435;244;84;91;38;129;237;48;81;428;107;36
238;448;266;89;74;47;133;238;51;76;441;97;37
224;471;238;79;74;42;115;252;45;65;458;102;36
235;457;242;82;76;43;107;249;49;76;446;93;32
244;454;250;90;92;39;117;237;53;89;444;97;34
245;472;241;81;86;33;109;233;38;74;459;87;27
238;456;231;90;84;44;125;240;48;74;448;90;38
229;428;234;86;89;43;139;257;55;71;421;102;42
245;449;227;92;91;47;117;249;57;76;440;92;34
232;448;236;90;77;49;119;233;58;77;438;99;40
244;462;255;89;92;52;114;224;46;72;460;85;34
235;434;229;91;82;52;131;236;63;88;419;104;45
234;448;239;88;83;45;121;239;51;74;443;99;39
236;447;225;91;91;43;119;239;53;74;434;98;39
225;428;235;101;92;54;127;250;47;82;430;104;33
263;443;260;86;88;45;113;240;51;81;432;99;39
249;455;242;86;84;50;113;239;42;84;447;91;42
251;455;237;92;81;47;110;235;46;84;445;95;42
263;462;250;85;87;43;122;243;42;87;443;86;37
255;459;248;93;96;43;121;230;48;78;447;93;39
248;457;250;79;74;43;111;223;52;85;446;96;39
238;440;247;100;98;56;131;243;59;73;427;102;37
227;455;229;73;75;34;133;249;48;82;438;104;37
241;444;256;91;90;44;127;239;56;87;429;94;39
226;446;243;103;101;42;126;228;48;77;437;90;31
237;450;234;88;85;46;125;249;43;76;434;102;45
237;445;240;87;89;44;136;252;50;85;436;98;39
235;439;246;97;93;43;129;255;49;96;434;94;40
230;447;243;88;89;39;122;242;52;85;428;99;39
233;438;249;98;79;52;109;244;49;97;437;98;41
235;454;244;84;81;47;112;255;51;77;446;102;45
243;454;231;83;82;37;119;239;53;81;434;101;40
249;461;249;98;97;44;113;234;45;78;448;85;38
247;458;220;87;75;39;112;251;50;82;436;105;33
229;439;242;101;92;51;120;278;59;83;430;106;45
225;456;243;86;85;35;128;248;50;84;454;86;37
250;428;244;93;82;45;120;253;49;92;419;102;39
236;451;244;89;76;37;123;251;44;84;448;102;30
238;473;224;72;85;43;128;233;56;69;464;87;32
224;465;233;94;90;50;119;242;42;74;456;94;36
234;461;233;83;85;43;124;251;51;76;448;101;34
239;456;248;94;85;43;119;244;48;79;441;93;29
239;445;232;95;81;48;130;248;51;79;434;108;38
248;465;256;72;77;29;128;234;49;81;450;90;38
240;426;233;94;96;50;141;268;57;85;418;108;41
234;459;229;77;77;40;120;244;39;73;454;94;32
243;451;256;80;80;43;111;249;48;78;437;89;42
237;467;227;81;75;38;99;245;42;71;459;93;38
253;438;257;106;98;46;130;249;54;89;428;109;44
240;444;241;99;86;56;110;247;44;80;432;100;32
257;458;248;89;80;41;126;235;27;80;444;97;25
248;451;241;97;93;42;108;238;54;89;425;99;41
252;449;242;87;89;26;140;227;51;88;438;92;47
235;458;229;95;78;41;120;230;55;84;445;95;31
220;468;227;78;67;36;114;245;41;69;454;94;34
254;466;245;81;79;39;103;247;40;79;457;85;27
239;466;243;83;89;51;105;218;41;80;459;93;32
254;445;240;89;93;47;129;250;57;85;424;99;39
227;448;240;96;83;45;126;246;53;80;433;102;41
240;443;234;93;97;46;116;249;49;85;425;111;38
232;475;234;83;77;37;114;244;45;66;459;91;28
258;462;240;96;98;53;112;241;52;88;451;84;38
261;460;242;92;86;49;122;251;42;86;437;92;36
236;449;256;92;85;54;134;248;58;91;441;105;39
230;453;245;88;86;41;124;249;56;74;441;108;35
234;455;248;88;86;46;129;248;50;76;441;104;36
243;457;229;96;98;42;124;244;49;80;450;98;39
237;445;234;93;89;48;115;232;42;89;433;92;36
224;450;229;93;82;41;117;252;47;67;450;100;37
242;455;242;80;74;37;118;246;47;74;447;91;34
236;446;249;89;88;43;125;245;49;83;431;101;37
231;468;243;91;85;45;104;227;53;83;451;88;37
255;454;245;90;88;46;103;244;43;83;444;96;38
245;440;238;98;78;50;124;247;44;74;420;102;35
237;441;253;85;86;42;128;250;51;79;428;105;38
242;436;246;98;89;48;125;248;53;84;428;104;45
236;469;243;81;83;37;126;244;45;77;449;102;35
237;452;242;89;84;46;122;233;43;73;445;93;32
229;465;239;83;79;38;113;245;50;73;453;93;29
234;451;267;86;77;39;127;224;58;78;436;86;33
229;469;229;80;86;44;101;235;48;72;457;90;34
256;447;257;95;95;44;121;234;57;86;437;89;46
244;457;240;89;89;45;117;229;43;81;444;100;36
246;464;243;86;84;41;125;233;46;81;449;87;35
240;434;253;93;92;47;123;249;52;90;424;108;35
230;466;237;80;77;43;119;252;45;69;458;90;44
238;452;246;94;84;42;120;237;55;86;443;93;40
227;443;239;94;93;50;120;238;55;83;432;91;46
244;445;244;93;90;40;122;247;49;79;436;89;38
257;456;254;85;94;42;123;226;44;85;441;87;34
231;453;237;91;85;47;129;237;57;72;436;97;39
234;454;239;83;83;34;110;255;45;72;438;98;36
238;453;230;83;88;42;108;246;48;88;443;82;39
232;443;240;95;85;49;122;256;53;79;436;99;40
241;440;251;89;89;42;132;258;42;72;440;104;36
230;448;236;100;92;44;117;256;52;81;438;104;34
235;453;226;86;78;42;129;254;45;65;441;102;36
232;464;244;90;80;49;116;251;41;66;455;91;31
240;457;231;92;94;45;125;238;57;92;441;93;49
274;453;261;103;92;53;117;230;47;94;434;80;40
228;452;234;89;74;50;109;250;49;66;443;98;34
224;444;222;82;84;36;127;243;62;76;441;94;38
236;436;243;110;84;56;143;264;51;70;427;104;30
245;441;255;95;97;46;125;246;54;75;432;106;40
259;466;247;86;73;45;113;249;45;80;452;84;41
239;454;240;87;84;44;123;231;55;89;443;89;39
222;449;229;95;71;44;119;255;61;79;439;93;45
217;448;242;111;95;54;122;245;54;97;437;87;44
231;457;244;85;80;44;126;237;52;72;435;100;40
247;460;268;81;76;43;112;223;45;87;447;97;36
247;457;246;89;84;46;124;240;49;79;444;95;35
241;451;254;93;89;48;121;237;50;81;440;100;45
232;456;233;83;85;44;128;252;44;74;439;95;39
243;465;247;83;87;35;120;238;55;84;456;89;46
235;464;239;81;85;44;118;226;45;78;458;82;40
235;463;223;93;81;43;123;260;51;72;443;96;36
232;459;252;83;81;39;119;232;41;84;441;99;35
219;449;227;92;93;37;133;238;49;78;448;95;43
231;441;256;90;83;46;114;249;44;81;428;94;35
237;467;244;79;79;32;130;250;47;82;449;95;35
249;439;240;96;83;45;128;241;54;93;426;97;42
245;446;254;87;96;49;122;251;49;87;435;102;34
224;444;252;82;70;40;117;246;54;74;440;108;37
226;451;238;89;85;43;132;261;55;80;439;100;34
241;470;265;81;74;40;100;237;41;79;453;77;30
256;441;255;89;81;50;110;257;52;87;430;101;45
229;468;249;106;86;50;108;222;45;78;456;88;40
241;459;234;89;82;47;112;228;48;79;452;101;34
224;466;232;94;87;41;110;240;52;68;454;88;37
225;442;238;103;89;62;124;249;58;78;431;97;39
239;441;233;97;89;50;126;229;49;86;428;105;45
241;457;248;93;89;46;115;237;50;84;447;81;45
225;437;229;92;88;40;124;250;38;80;429;97;34
231;441;236;94;74;47;137;243;57;83;430;109;33
233;453;231;91;87;45;112;234;49;68;449;100;32
227;470;236;81;75;36;128;246;56;84;455;97;29
233;448;249;90;87;51;112;238;57;89;448;86;45
242;446;236;93;83;40;110;239;51;78;437;98;39
252;449;256;84;79;47;120;227;49;88;439;101;29
241;450;238;99;93;51;116;247;49;81;432;92;39
260;481;238;80;76;42;106;205;51;79;462;86;37
240;451;235;94;96;48;115;239;56;82;441;95;44
251;455;251;84;83;42;109;240;50;79;448;95;33
242;446;252;85;72;38;123;260;62;87;440;100;49
232;452;221;86;84;40;120;263;56;78;453;99;39
240;465;245;80;81;38;124;253;51;81;449;86;34
236;446;258;85;88;41;109;245;48;73;435;98;43
230;445;229;88;84;43;131;247;47;82;441;103;46
242;449;236;90;85;46;132;238;48;68;441;98;44
254;449;251;91;86;49;105;243;60;84;437;89;45
241;457;233;91;79;41;117;255;41;79;435;107;35
253;466;262;86;88;33;108;221;48;85;457;88;42
242;440;242;94;92;46;123;258;45;92;424;99;36
243;453;242;101;93;57;116;242;57;82;440;100;39
241;454;247;79;92;39;127;230;49;82;445;92;45
240;442;249;93;85;50;121;244;57;73;434;91;37
235;453;257;91;82;46;114;257;44;74;446;92;32
229;450;237;89;75;42;110;240;56;82;439;96;47
256;442;260;94;93;49;127;232;60;92;431;103;39
238;449;245;99;96;46;124;244;55;89;431;88;43
230;452;245;91;87;44;121;253;62;81;444;93;40
238;441;264;96;89;44;127;254;54;85;435;96;45
239;453;251;86;77;43;111;239;50;88;438;102;37
244;454;237;98;84;51;102;241;46;88;442;92;36
242;438;256;95;99;50;126;234;54;97;425;91;47
248;450;245;76;84;45;118;256;51;85;437;101;34
245;458;235;92;77;50;112;258;46;77;441;101;39
255;450;254;88;82;43;120;252;51;88;442;104;40
246;450;241;89;77;48;119;223;55;79;439;89;35
247;446;247;93;87;43;117;231;58;96;436;98;40
230;457;225;88;73;44;121;255;50;80;449;94;33
225;452;231;99;96;54;114;240;52;81;439;96;41
241;462;233;101;93;47;102;241;44;90;448;82;39
238;456;266;81;89;41;126;232;54;95;442;91;43
224;451;232;92;90;43;125;259;51;74;433;100;40
230;450;243;95;89;43;129;248;58;77;435;98;43
235;436;235;97;92;47;127;255;52;77;429;100;43
230;456;229;90;78;49;119;250;45;83;446;94;39
244;467;245;86;84;40;112;229;44;90;464;77;35
249;430;256;90;92;50;128;251;53;100;425;102;44
244;459;245;85;80;43;119;232;48;82;454;89;35
234;461;232;87;78;35;121;265;50;68;452;94;32
250;463;246;83;87;40;102;236;48;88;448;73;45
249;445;255;79;89;39;128;244;55;86;427;102;35
254;462;249;78;83;36;120;239;44;84;448;88;39
253;443;258;94;89;46;113;229;44;85;440;98;35
254;448;236;93;88;37;117;246;48;87;443;100;32
225;458;239;88;87;46;126;232;59;78;446;92;42
227;452;233;94;86;42;125;262;45;82;439;108;38
220;462;235;73;70;35;132;253;56;70;443;105;37
250;455;252;82;79;38;110;238;49;87;437;92;39
260;457;254;94;86;49;119;223;63;93;446;89;50
240;459;246;91;86;53;105;239;44;80;443;90;37
237;433;247;99;101;45;129;253;62;85;421;99;49
243;446;241;98;88;48;118;244;53;78;434;94;40
230;448;234;96;95;49;117;241;48;79;441;90;39
233;464;252;95;90;50;120;249;44;80;453;97;42
251;451;247;93;86;53;114;223;51;85;446;96;44
246;459;236;78;84;40;112;230;46;88;447;96;44
240;457;244;91;86;48;123;248;43;85;438;95;44
232;456;238;93;82;50;130;248;50;75;443;103;39
223;444;236;91;84;45;129;265;53;74;431;111;39
223;440;235;102;99;41;118;246;58;81;440;104;36
242;441;238;103;97;49;101;241;52;82;435;96;39
243;458;236;91;78;43;119;246;48;75;451;98;44
226;461;229;86;79;41;119;228;55;72;445;96;34
240;446;233;85;79;41;126;240;62;80;439;102;33
239;440;255;93;81;43;125;258;48;78;433;102;41
244;441;253;88;83;46;123;240;59;88;438;97;43
228;453;254;81;70;43;118;243;60;81;442;102;46
250;459;237;89;83;43;109;249;55;77;445;96;35
243;442;254;88;91;47;114;242;59;85;431;82;45
224;443;236;107;95;56;119;262;49;77;426;98;43
231;457;236;88;75;51;107;249;48;74;444;96;31
237;449;245;82;86;46;120;242;49;86;434;92;39
233;457;241;80;86;40;130;257;54;78;439;100;45
248;444;259;87;74;44;124;248;49;93;436;86;44
224;460;229;88;88;38;110;251;33;80;451;90;35
226;452;243;85;82;46;110;247;50;78;442;100;31
244;451;243;99;87;50;113;238;44;81;439;97;34
229;461;228;94;85;41;108;237;50;77;446;98;36
253;462;258;88;88;43;112;242;46;82;446;82;41
238;442;242;92;80;42;117;228;52;83;433;100;40
256;459;245;94;90;48;124;226;44;85;442;96;38
240;453;242;86;83;41;114;244;57;81;459;88;41
252;449;223;97;82;45;118;252;55;82;432;107;44
225;441;236;96;97;51;130;235;48;87;434;97;36
232;461;240;78;87;34;113;246;48;89;451;90;52
234;463;225;83;82;42;115;254;51;80;452;99;35
249;441;253;99;89;49;127;250;56;84;422;101;49
252;439;246;100;107;47;121;242;68;96;430;98;48
232;449;237;87;86;43;118;258;44;79;448;99;34
239;465;224;90;79;41;116;242;41;83;451;104;46
236;457;246;83;78;45;125;222;41;77;447;91;35
224;438;236;93;78;43;126;245;48;78;431;108;32
236;454;236;89;89;41;119;245;55;80;436;96;43
262;456;252;75;84;40;116;252;56;89;451;91;41
232;455;240;85;82;40;117;250;47;85;435;90;36
247;474;244;81;74;37;112;241;52;72;461;89;37
243;447;263;104;100;60;125;235;52;78;434;99;37
238;457;245;83;75;43;115;245;51;81;445;87;41
237;474;244;83;76;41;107;244;43;81;455;79;35
239;456;248;101;92;45;125;240;51;79;441;94;36
225;441;224;96;88;48;120;253;46;72;424;105;36
242;442;239;93;85;42;134;233;54;73;446;101;37
237;450;246;102;92;48;124;240;50;86;444;104;42
232;443;235;94;88;47;122;247;59;79;423;96;42
229;453;240;82;83;42;143;251;51;85;444;97;39
256;441;255;106;99;50;130;237;42;93;425;95;45
244;455;245;89;78;37;116;224;50;78;448;83;36
237;466;241;75;76;33;102;237;46;80;457;78;38
238;443;235;93;89;40;124;241;57;78;429;106;38
243;454;251;85;90;46;118;252;44;77;446;96;43
235;460;251;96;82;45;114;236;49;81;445;86;39
244;459;241;94;91;45;110;230;47;79;447;83;32
244;434;236;90;90;40;132;262;53;83;423;112;35
233;448;233;90;90;44;118;241;56;74;437;96;46
238;455;237;82;77;32;126;224;54;83;444;89;40
243;435;251;100;92;49;144;226;52;78;429;105;37
236;458;236;83;89;50;106;237;37;69;444;89;28
232;444;247;97;93;47;128;241;53;84;441;85;46
246;441;245;103;86;54;121;248;55;79;429;102;37
216;424;221;96;90;52;134;266;62;82;413;112;43
259;447;253;86;86;46;126;241;55;84;443;97;43
259;447;247;84;79;48;124;251;57;82;437;105;33
249;461;243;78;80;38;112;238;40;88;452;97;36
239;454;232;97;87;45;129;249;55;81;438;101;41
243;449;244;85;88;47;123;242;47;86;446;95;44
239;457;218;82;73;43;118;246;41;62;437;102;28
239;435;247;89;91;41;127;241;53;81;424;101;37
243;448;253;89;88;44;121;255;54;87;438;103;48
240;461;234;82;82;42;122;250;53;81;445;94;35
253;452;249;87;96;47;124;246;51;87;448;94;51
256;466;237;90;74;47;121;245;45;73;447;92;28
252;458;253;81;80;39;124;247;62;80;450;89;37
238;463;242;77;76;39;117;243;47;84;449;96;37
243;442;243;100;89;50;131;254;50;87;421;103;42
239;428;256;90;84;44;135;270;57;78;422;111;39
237;448;234;91;92;45;125;249;51;86;435;102;42
233;443;240;96;86;49;129;259;56;84;430;85;40
239;445;228;93;81;52;134;240;48;78;428;116;38
247;444;259;98;89;48;122;250;48;83;427;105;37
239;454;243;85;89;52;129;240;47;80;441;97;46
254;460;263;88;80;41;112;239;45;89;448;79;38
259;462;251;92;97;48;121;236;46;69;450;86;31
244;454;249;91;88;45;125;253;51;83;441;109;43
243;440;236;89;74;40;121;256;56;80;428;113;43
237;455;233;88;79;40;111;238;62;81;451;101;37
232;466;254;87;84;42;112;239;46;79;459;81;38
246;455;264;96;95;45;125;224;51;95;439;82;41
243;457;250;86;86;36;127;245;53;82;439;90;39
235;451;237;88;90;40;140;240;47;80;442;89;37
222;454;226;84;78;43;116;247;45;67;444;89;41
240;444;246;86;84;48;117;246;56;94;430;98;44
243;446;237;92;82;41;110;246;52;76;444;103;37
239;453;245;84;79;46;110;240;50;78;449;89;34
241;443;243;89;73;44;119;246;43;81;433;104;40
231;446;233;89;80;39;112;264;58;88;432;92;45
251;461;260;85;82;41;118;228;55;81;448;89;34
231;459;243;95;84;52;106;229;45;71;446;97;30
234;460;226;76;74;40;111;251;51;66;447;104;32
257;449;240;92;85;48;114;241;57;77;441;109;38
227;443;249;93;83;48;125;242;62;88;434;106;49
239;460;255;76;85;41;117;226;47;80;452;85;29
226;456;236;94;79;50;125;231;50;65;453;100;32
227;462;236;95;80;45;120;254;62;74;440;102;38
228;453;231;84;83;44;122;246;44;80;446;98;37
246;452;250;92;86;50;122;240;48;78;442;96;35
236;452;226;102;95;52;116;239;58;71;439;99;41
231;455;248;80;84;39;134;256;53;85;448;99;35
252;461;245;83;84;44;113;237;40;76;451;89;28
233;444;242;84;94;45;128;247;51;79;435;94;48
219;452;228;88;86;47;115;231;53;69;438;91;34
245;455;235;82;80;42;108;251;44;84;445;97;33
248;469;251;90;74;42;111;225;46;81;458;92;39
258;434;252;86;90;44;131;246;53;86;424;103;40
243;456;224;95;89;51;122;247;51;93;440;107;44
253;448;255;86;83;40;119;245;47;85;442;96;46
246;459;246;80;81;50;116;228;50;65;453;82;43
244;465;258;88;93;43;110;224;51;82;454;87;35
233;452;226;94;86;43;124;244;54;69;441;104;37
249;436;237;93;91;45;132;245;57;95;430;100;40
258;452;257;85;79;42;106;224;51;89;437;99;42
261;450;259;80;74;42;114;224;47;80;437;93;36
251;456;256;88;73;41;126;239;49;82;444;91;35
246;466;251;94;84;47;102;211;57;76;455;81;37
242;454;236;98;89;43;117;240;50;91;443;95;38
245;466;249;89;87;41;104;229;48;83;454;80;29
247;435;251;90;93;50;147;232;53;80;419;114;35
241;464;242;84;82;43;107;236;48;78;447;88;42
251;445;244;93;88;53;118;237;40;77;433;97;36
243;442;253;91;82;40;103;244;47;87;430;88;38
252;457;274;87;85;44;117;242;42;77;436;94;32
230;456;250;81;85;38;125;254;49;80;451;96;35
247;454;259;96;82;47;122;236;45;89;435;105;37
224;468;235;83;82;43;120;244;42;66;464;90;28
237;461;256;98;93;46;113;244;49;81;451;87;43
235;466;233;79;80;43;107;246;45;74;451;89;36
237;453;213;90;79;41;125;255;58;84;445;104;48
257;458;250;92;90;50;121;223;47;82;444;92;38
227;442;251;95;90;38;132;243;61;91;430;92;48
225;458;237;94;88;46;120;234;50;82;440;85;45
237;458;238;77;77;34;132;250;52;82;448;99;40
244;456;238;75;89;38;122;229;45;81;449;95;30
239;454;254;105;86;55;117;226;44;82;441;90;34
